production_line,shift,operator_experience_years,processing_time_min,temperature,humidity,measurement_A,measurement_B,measurement_C,defect_status
Line-1,야간,2.0,35.5,26.1,41.7,80.17,202.91,43.9,0
Line-1,주간,9.0,,25.9,54.8,99.0,170.95,52.2,0
Line-2,야간,9.0,26.3,25.3,46.8,99.67,178.24,50.51,0
Line-2,주간,,35.0,26.0,52.5,101.49,168.78,49.28,0
Line-2,야간,2.0,23.4,29.3,54.7,101.02,206.09,52.28,0
Line-1,야간,3.0,31.2,28.3,30.3,95.53,196.13,56.8,0
Line-3,주간,3.0,34.7,22.6,43.3,89.49,189.5,53.95,0
Line-2,주간,4.0,36.4,27.6,51.4,113.54,230.63,53.5,0
Line-1,야간,,28.8,22.2,52.4,89.49,193.14,47.67,0
Line-3,주간,2.0,35.5,19.8,41.3,94.29,184.9,43.33,0
Line-2,야간,7.0,35.2,29.6,48.2,111.85,180.04,55.45,0
Line-2,야간,0.0,30.5,28.1,49.6,87.86,171.02,43.57,0
Line-2,야간,15.0,33.1,26.5,30.0,82.69,173.64,50.57,0
Line-2,주간,6.0,33.6,21.8,53.6,106.35,188.74,38.89,0
Line-1,야간,8.0,31.4,19.4,51.9,109.97,168.81,45.31,0
Line-1,주간,1.0,26.7,29.0,50.9,107.37,222.95,58.52,0
Line-1,야간,8.0,22.5,19.6,37.2,85.67,206.96,51.68,0
Line-1,주간,3.0,27.9,28.0,52.8,103.89,193.49,58.83,0
Line-2,야간,15.0,29.6,31.1,36.6,79.9,188.65,46.92,0
Line-3,야간,7.0,28.1,22.3,53.8,104.33,214.36,45.13,0
Line-3,주간,5.0,34.6,27.2,47.6,96.14,230.02,51.66,0
Line-1,야간,15.0,35.6,19.7,52.0,100.13,166.76,48.95,0
Line-3,주간,3.0,29.0,25.3,47.2,114.63,205.97,46.0,0
Line-2,야간,2.0,28.9,29.0,45.7,91.04,202.2,33.39,0
Line-3,야간,3.0,32.4,24.0,65.1,97.4,207.47,50.08,0
Line-2,야간,4.0,27.9,29.3,49.7,107.53,210.22,48.03,0
Line-3,야간,1.0,32.0,22.5,51.9,76.88,207.05,48.63,0
Line-3,주간,4.0,31.3,27.2,47.6,94.76,186.4,46.86,0
Line-2,야간,13.0,23.4,22.1,61.5,94.49,183.84,47.05,0
Line-3,야간,0.0,32.4,25.2,64.7,97.41,192.19,51.2,0
Line-2,주간,1.0,31.1,20.6,52.7,84.21,192.37,47.15,0
Line-1,주간,6.0,30.7,25.6,46.6,89.49,195.17,55.7,0
Line-1,야간,6.0,31.2,24.6,39.0,94.73,170.56,45.02,0
Line-2,야간,2.0,36.1,25.6,48.4,104.76,212.69,52.27,0
Line-2,주간,1.0,27.9,24.7,51.6,113.34,194.91,45.65,0
Line-1,야간,5.0,29.3,24.1,58.0,98.8,174.73,50.27,0
Line-2,주간,5.0,26.2,21.3,50.6,89.49,226.62,57.63,0
Line-1,주간,7.0,34.6,16.0,47.6,91.3,184.0,48.56,0
Line-3,주간,7.0,34.4,24.6,68.5,99.78,182.49,51.45,0
Line-1,야간,14.0,29.2,27.6,27.4,96.88,195.12,48.92,0
Line-3,주간,9.0,,24.4,54.7,93.88,218.85,54.27,0
Line-1,야간,9.0,36.6,28.1,63.9,101.1,195.8,47.13,0
Line-3,야간,13.0,22.4,25.0,50.2,93.5,197.08,44.98,0
Line-1,야간,2.0,34.6,18.0,47.1,89.47,183.59,56.0,0
Line-3,야간,3.0,34.8,23.9,50.7,86.71,163.96,53.95,0
Line-1,야간,8.0,27.9,22.4,50.0,98.5,201.61,45.8,0
Line-3,주간,10.0,30.6,25.2,39.0,103.44,162.29,41.2,0
Line-3,야간,13.0,37.8,15.6,47.6,101.72,188.69,49.72,0
Line-3,주간,12.0,27.0,22.2,41.2,103.02,232.53,47.33,0
Line-3,주간,15.0,33.6,21.9,40.3,96.74,158.02,53.26,0
Line-1,주간,14.0,31.8,24.6,54.9,80.54,159.08,41.28,0
Line-1,주간,4.0,,25.2,48.9,111.13,182.07,55.18,0
Line-3,주간,9.0,26.5,20.7,51.9,106.37,206.6,44.27,0
Line-2,주간,2.0,30.0,26.2,69.4,110.95,182.3,49.62,0
Line-3,주간,15.0,32.5,26.0,22.8,92.9,203.93,43.52,0
Line-2,야간,13.0,27.3,27.7,29.7,97.1,186.4,48.64,0
Line-3,야간,12.0,39.2,22.3,43.7,79.75,198.27,41.27,0
Line-2,주간,0.0,36.4,21.6,40.1,93.73,186.96,40.86,0
Line-1,주간,13.0,23.6,23.3,49.6,92.58,183.35,55.72,0
Line-2,주간,11.0,26.8,21.5,57.9,93.02,194.36,47.17,0
Line-2,주간,11.0,29.9,29.6,49.5,86.77,177.84,51.56,0
Line-2,야간,10.0,32.2,30.0,53.8,107.45,209.82,55.5,0
Line-1,야간,14.0,32.6,22.4,58.5,107.65,219.35,51.87,0
Line-3,야간,12.0,26.8,26.4,42.9,90.14,186.59,51.61,0
Line-2,야간,13.0,37.3,29.3,44.1,104.94,200.71,53.01,0
Line-2,야간,12.0,28.2,23.5,41.7,103.02,181.92,56.44,0
Line-1,야간,10.0,32.0,24.1,36.1,92.12,208.99,55.64,0
Line-2,주간,14.0,27.1,21.9,53.1,97.49,209.33,48.55,0
Line-3,야간,9.0,25.6,27.3,35.6,95.31,214.31,39.03,0
Line-3,주간,0.0,32.6,26.4,55.8,108.01,173.86,43.34,0
Line-1,야간,15.0,33.6,25.0,44.5,103.33,204.96,46.45,0
Line-3,야간,15.0,20.9,24.0,52.3,86.95,185.68,55.61,0
Line-1,주간,14.0,33.7,20.6,58.2,97.06,199.14,57.12,0
Line-3,야간,14.0,27.3,24.3,53.2,100.5,192.98,43.98,0
Line-2,주간,2.0,29.3,25.6,49.9,95.74,187.49,44.47,0
Line-1,야간,6.0,22.5,22.4,49.2,116.32,224.48,54.17,0
Line-1,야간,5.0,21.5,21.5,57.9,85.68,160.18,53.65,0
Line-1,주간,7.0,37.6,24.8,38.0,102.89,184.3,47.35,0
Line-2,야간,1.0,31.8,21.2,50.4,93.0,189.94,51.64,0
Line-1,주간,10.0,22.6,24.6,51.9,85.08,217.21,41.43,0
Line-2,주간,5.0,28.7,25.2,40.9,95.01,220.95,40.57,0
Line-2,주간,13.0,36.0,28.2,56.1,128.47,192.37,52.88,0
Line-1,주간,3.0,25.6,27.0,38.5,104.94,185.07,52.09,0
Line-1,야간,11.0,35.0,22.6,54.2,100.59,205.29,51.48,0
Line-3,주간,13.0,23.6,21.3,58.8,79.07,217.42,51.09,0
Line-1,주간,2.0,29.9,28.6,61.7,99.84,188.35,56.7,0
Line-2,야간,12.0,32.8,22.1,50.8,101.57,202.02,49.07,0
Line-2,주간,13.0,27.7,24.3,38.7,87.74,211.0,42.61,0
Line-1,주간,4.0,27.4,22.4,47.0,96.39,181.01,47.75,0
Line-3,주간,13.0,33.0,23.4,47.4,102.52,189.76,50.31,0
Line-3,야간,1.0,34.2,22.3,48.1,89.49,211.88,49.82,0
Line-3,야간,1.0,24.1,24.5,51.7,106.72,183.7,43.77,0
Line-2,주간,1.0,30.9,23.1,39.0,104.48,202.26,47.33,0
Line-3,야간,6.0,29.9,23.1,40.3,104.88,222.89,45.27,0
Line-2,야간,15.0,28.9,27.6,40.6,106.35,229.14,49.04,0
Line-3,주간,10.0,27.0,22.3,40.8,96.81,194.64,55.62,0
Line-2,주간,13.0,25.8,22.1,57.7,100.08,240.95,52.54,0
Line-3,야간,13.0,,22.4,44.0,91.76,179.63,44.78,0
Line-3,주간,4.0,27.4,28.2,45.1,89.49,210.48,49.17,0
Line-3,야간,9.0,33.6,25.9,41.4,106.23,238.26,49.67,0
Line-2,야간,2.0,26.8,21.1,54.7,98.22,228.28,59.23,0
Line-2,야간,7.0,29.7,27.0,66.9,114.28,174.15,47.61,0
Line-2,야간,14.0,40.2,20.9,44.7,93.69,202.52,51.31,0
Line-1,주간,14.0,31.2,28.4,60.4,125.42,230.57,44.73,0
Line-3,야간,8.0,29.2,21.3,54.6,89.65,211.89,52.02,0
Line-2,야간,14.0,27.3,22.4,56.8,109.58,176.51,38.23,0
Line-3,야간,5.0,35.7,21.2,56.2,105.54,192.1,49.49,0
Line-1,야간,0.0,29.4,24.8,58.8,92.24,174.9,44.73,0
Line-2,주간,4.0,19.3,26.6,52.8,104.09,205.68,51.63,0
Line-1,주간,5.0,32.4,26.4,28.2,99.21,221.15,42.42,0
Line-2,주간,7.0,24.7,29.4,49.1,95.96,235.54,44.73,0
Line-2,야간,7.0,31.6,24.4,63.9,94.47,192.69,52.09,0
Line-1,야간,7.0,28.3,25.4,59.1,101.89,205.91,44.98,0
Line-2,야간,,30.9,26.8,34.2,100.93,210.24,62.59,0
Line-2,야간,14.0,41.4,20.0,48.0,90.75,192.37,42.92,0
Line-1,야간,8.0,25.8,28.8,53.2,111.59,197.4,58.06,0
Line-1,야간,5.0,21.6,29.5,48.5,73.75,196.91,48.6,0
Line-3,주간,15.0,24.9,19.9,67.1,110.58,227.81,43.2,0
Line-2,야간,14.0,24.8,25.3,67.4,94.37,196.76,47.27,0
Line-1,주간,10.0,29.7,28.1,73.5,107.56,218.59,62.77,0
Line-1,주간,5.0,27.2,25.8,55.3,111.39,177.49,49.47,0
Line-3,주간,10.0,33.5,30.8,57.5,100.55,200.34,50.64,0
Line-3,야간,10.0,32.3,23.6,43.3,100.97,165.51,53.84,0
Line-1,주간,9.0,30.6,23.0,45.4,100.76,175.21,39.9,0
Line-3,주간,12.0,29.6,24.1,72.6,107.07,196.9,51.56,0
Line-1,야간,13.0,,25.4,53.4,90.04,194.81,54.82,0
Line-1,주간,4.0,29.9,23.8,31.9,97.66,185.63,56.17,0
Line-2,야간,6.0,26.0,25.0,53.7,95.16,167.96,52.37,0
Line-2,주간,8.0,26.2,26.4,61.0,112.44,196.34,50.68,0
Line-2,주간,15.0,34.1,19.0,47.9,98.35,192.37,44.53,0
Line-3,야간,13.0,35.5,22.2,47.1,95.09,189.95,49.29,0
Line-2,주간,13.0,26.0,25.6,54.2,88.45,183.95,57.07,0
Line-1,주간,9.0,23.4,26.2,52.5,95.45,192.37,44.73,0
Line-2,주간,9.0,30.9,25.4,47.7,89.49,165.75,49.83,0
Line-1,주간,13.0,33.3,21.9,76.1,73.4,215.78,57.2,0
Line-3,야간,7.0,34.6,29.7,66.2,111.51,194.42,46.36,0
Line-2,주간,8.0,30.1,24.9,43.4,103.94,198.96,53.1,0
Line-3,주간,15.0,27.1,22.4,62.3,102.68,190.54,49.92,0
Line-1,야간,13.0,33.4,22.6,61.7,101.17,202.37,54.24,0
Line-2,주간,10.0,40.7,26.4,55.0,92.48,200.09,47.73,0
Line-2,야간,1.0,30.7,19.8,57.7,109.49,192.37,43.37,0
Line-3,야간,,34.6,27.2,46.6,106.55,182.96,46.04,0
Line-1,야간,1.0,29.4,26.7,64.0,98.91,196.9,52.94,0
Line-3,야간,12.0,32.8,27.3,71.1,96.36,186.81,40.58,0
Line-1,주간,0.0,34.6,30.7,68.3,108.8,156.48,53.25,0
Line-1,주간,10.0,22.1,21.4,53.6,107.36,176.03,48.33,0
Line-2,주간,6.0,32.8,30.9,37.5,86.16,199.07,50.76,0
Line-3,야간,9.0,34.5,25.5,45.3,101.86,192.37,51.93,0
Line-3,주간,3.0,24.8,28.0,59.4,119.54,238.91,44.07,0
Line-1,주간,0.0,27.9,24.7,53.0,93.91,199.17,56.57,0
Line-3,야간,6.0,22.3,22.6,56.9,110.24,183.93,48.75,0
Line-1,주간,13.0,30.4,20.5,40.5,93.85,193.36,63.35,0
Line-2,야간,13.0,36.8,29.2,45.8,91.98,202.06,43.98,0
Line-1,야간,6.0,15.4,26.0,48.1,90.04,173.15,39.53,0
Line-1,야간,9.0,24.0,21.8,57.5,105.33,197.02,44.49,0
Line-2,야간,4.0,29.7,26.8,38.1,103.94,205.49,55.17,0
Line-1,주간,3.0,27.7,27.9,40.9,114.34,182.77,44.73,0
Line-3,야간,8.0,27.6,27.8,43.7,100.76,197.47,51.27,0
Line-1,야간,1.0,29.8,20.2,51.9,119.41,210.14,50.73,0
Line-2,주간,2.0,21.2,27.9,46.0,118.1,251.54,51.85,0
Line-1,주간,14.0,29.7,29.2,36.7,104.02,205.99,53.4,0
Line-1,주간,2.0,28.9,27.9,58.9,101.59,199.08,44.73,0
Line-1,주간,0.0,30.1,31.3,30.7,105.1,130.41,53.25,0
Line-1,야간,3.0,36.1,23.9,53.6,113.28,198.1,42.57,0
Line-3,주간,3.0,23.7,28.6,43.1,101.93,211.0,52.5,0
Line-3,주간,15.0,30.8,23.7,53.0,94.15,204.3,48.34,0
Line-2,야간,5.0,28.9,23.3,32.1,105.17,206.62,51.29,0
Line-3,야간,11.0,28.3,28.1,57.9,86.75,228.08,44.6,0
Line-2,야간,2.0,35.1,26.4,42.3,92.36,187.67,51.69,0
Line-1,야간,14.0,26.2,22.9,53.3,110.58,199.84,48.66,0
Line-3,주간,7.0,,22.8,49.4,123.47,172.33,48.02,0
Line-1,야간,6.0,30.9,29.9,53.4,92.4,201.52,50.0,0
Line-1,주간,5.0,36.5,31.5,51.9,81.93,193.66,56.52,0
Line-2,주간,11.0,27.3,27.1,46.1,91.85,214.78,47.85,0
Line-3,주간,1.0,30.3,22.9,60.9,106.97,202.14,56.65,0
Line-1,야간,3.0,24.7,24.5,57.1,96.15,224.37,45.61,0
Line-1,주간,13.0,26.8,19.5,50.4,98.02,228.77,42.09,0
Line-2,야간,2.0,19.6,22.8,52.7,85.15,190.7,45.7,0
Line-3,야간,6.0,35.3,25.8,56.2,98.75,170.65,59.08,0
Line-2,야간,10.0,38.7,23.6,55.4,96.42,202.17,55.13,0
Line-3,야간,3.0,31.1,19.7,56.6,88.59,184.98,53.92,0
Line-3,주간,5.0,29.6,27.4,70.3,101.27,180.88,50.9,0
Line-1,주간,6.0,33.8,25.5,34.8,110.44,209.03,51.14,0
Line-2,주간,6.0,28.5,24.4,51.9,100.74,192.37,50.81,0
Line-1,야간,3.0,31.5,26.8,73.5,103.44,202.91,49.74,0
Line-2,야간,12.0,29.1,25.6,56.8,88.3,197.07,44.48,0
Line-1,야간,6.0,32.3,19.2,42.7,85.55,169.74,55.71,0
Line-1,주간,0.0,35.9,23.1,24.0,102.11,251.6,56.48,0
Line-2,야간,12.0,27.6,26.9,49.0,108.01,171.02,49.14,0
Line-2,주간,11.0,30.0,28.0,45.0,111.01,206.82,55.0,0
Line-2,주간,0.0,25.1,28.7,52.3,82.68,217.15,52.7,0
Line-1,야간,10.0,30.3,19.3,36.7,88.16,204.92,44.73,0
Line-3,야간,14.0,28.7,24.0,60.7,101.18,241.43,52.41,0
Line-1,야간,2.0,33.0,29.1,59.9,90.88,205.81,52.53,0
Line-2,야간,,30.2,23.1,52.9,111.9,205.24,47.79,0
Line-1,야간,0.0,31.0,32.0,40.5,100.77,202.5,53.88,0
Line-2,야간,8.0,29.2,23.6,44.9,95.27,178.41,58.53,0
Line-2,주간,11.0,29.7,20.1,63.2,91.67,184.3,51.74,0
Line-1,야간,8.0,32.0,21.5,45.4,92.73,192.56,53.64,0
Line-1,주간,12.0,40.6,27.3,36.1,100.53,214.44,53.56,0
Line-1,야간,11.0,,28.8,60.9,94.11,208.74,52.67,0
Line-2,주간,5.0,33.0,28.4,63.8,86.39,201.36,52.33,0
Line-3,주간,6.0,20.1,23.1,34.0,103.54,199.73,51.66,0
Line-1,주간,13.0,34.0,26.4,50.9,96.52,173.95,43.77,0
Line-2,야간,1.0,25.8,18.2,48.7,116.04,201.61,42.98,0
Line-3,야간,2.0,31.2,26.1,26.5,89.49,244.43,50.14,0
Line-1,주간,5.0,27.8,24.8,53.1,104.91,192.33,53.86,0
Line-2,야간,15.0,,27.0,34.7,104.32,198.21,56.95,0
Line-2,주간,8.0,33.0,24.8,36.3,81.53,177.58,42.01,0
Line-1,야간,13.0,38.3,22.1,57.5,87.96,234.17,53.7,0
Line-1,주간,3.0,28.2,25.9,57.8,111.53,185.69,49.55,0
Line-1,야간,6.0,17.7,21.9,44.5,109.23,182.72,42.6,0
Line-2,주간,12.0,38.1,25.5,44.2,97.26,233.83,50.01,0
Line-2,야간,,25.7,27.3,57.3,110.54,226.03,47.77,0
Line-3,주간,5.0,29.6,17.7,54.4,99.99,192.37,48.71,0
Line-2,주간,9.0,27.1,20.8,51.3,122.18,169.29,44.73,0
Line-1,야간,9.0,28.1,23.0,43.3,95.25,204.45,49.56,0
Line-1,야간,3.0,,22.5,69.9,80.59,199.08,50.61,0
Line-2,야간,7.0,25.4,26.3,44.0,97.66,196.56,51.18,0
Line-1,야간,0.0,23.1,25.0,54.9,94.38,232.16,51.41,0
Line-2,야간,14.0,26.4,21.5,41.0,103.2,202.35,50.87,0
Line-1,야간,,29.5,27.5,65.0,95.03,224.38,50.42,0
Line-1,주간,7.0,38.5,26.4,55.0,113.52,227.59,54.78,0
Line-1,야간,6.0,33.0,19.7,40.0,104.41,192.37,45.5,0
Line-3,주간,12.0,32.6,24.7,31.2,102.96,168.23,62.19,0
Line-2,야간,3.0,25.8,23.7,43.2,105.85,180.89,44.73,0
Line-1,주간,8.0,30.4,24.9,39.7,99.37,184.57,48.15,0
Line-3,야간,11.0,21.9,23.7,51.8,99.18,192.37,49.44,0
Line-1,주간,6.0,34.3,20.5,58.9,97.57,206.27,50.27,0
Line-3,주간,11.0,17.4,23.0,59.9,96.98,213.47,56.06,0
Line-3,주간,14.0,30.4,30.2,40.3,107.83,206.47,49.22,0
Line-2,주간,15.0,29.9,23.8,41.2,98.27,205.08,48.85,0
Line-2,주간,5.0,29.9,26.9,48.1,115.12,226.23,47.27,0
Line-2,주간,9.0,23.3,26.6,50.1,89.77,230.1,47.25,0
Line-2,야간,14.0,24.8,22.0,51.9,92.62,182.29,44.73,0
Line-1,야간,13.0,26.1,22.9,30.3,95.81,226.41,44.73,0
Line-3,야간,14.0,32.7,24.7,29.9,111.67,204.17,45.3,0
Line-3,야간,15.0,35.3,26.8,63.6,101.33,221.23,44.23,0
Line-1,야간,6.0,26.3,25.6,57.0,103.74,194.64,49.56,0
Line-2,야간,11.0,32.0,24.2,64.4,105.88,205.02,53.56,0
Line-2,야간,8.0,20.0,24.8,43.9,93.89,202.65,51.43,0
Line-3,야간,9.0,34.7,24.9,48.6,103.53,186.9,46.32,0
Line-3,야간,13.0,34.9,24.8,36.8,99.74,205.85,49.41,0
Line-1,야간,3.0,35.6,23.7,64.4,99.0,183.01,44.73,0
Line-3,야간,5.0,40.2,24.9,65.8,100.31,194.41,46.51,0
Line-1,야간,2.0,28.5,23.9,46.9,83.2,195.06,54.34,0
Line-3,야간,6.0,21.4,32.4,46.8,101.35,192.37,50.51,1
Line-1,야간,,33.2,23.0,66.1,82.81,209.77,51.13,0
Line-3,야간,0.0,22.8,25.2,51.9,83.52,177.36,45.9,0
Line-1,야간,12.0,22.8,19.1,48.0,90.39,180.81,45.29,0
Line-2,주간,11.0,22.6,31.1,64.5,93.52,230.0,40.93,0
Line-1,야간,5.0,21.9,23.7,68.1,81.08,162.69,52.45,0
Line-3,주간,0.0,22.7,26.6,42.7,77.47,190.15,56.65,0
Line-2,야간,0.0,35.0,23.4,51.7,112.03,209.01,50.2,0
Line-3,주간,8.0,32.9,22.5,48.4,109.12,171.78,44.8,0
Line-3,야간,4.0,26.5,26.4,57.6,104.73,207.72,49.98,0
Line-1,야간,11.0,32.1,21.0,56.2,100.68,158.46,47.46,0
Line-1,주간,5.0,21.6,22.3,70.4,93.68,151.82,51.88,0
Line-3,야간,6.0,31.4,22.2,42.7,95.11,194.0,44.93,0
Line-1,야간,14.0,31.1,24.6,55.3,85.78,221.78,48.58,0
Line-1,야간,14.0,26.5,28.0,55.8,95.24,199.0,56.8,0
Line-1,주간,10.0,33.2,29.6,55.2,103.92,193.47,45.59,0
Line-2,야간,10.0,33.8,26.3,47.9,94.47,192.37,43.19,0
Line-3,주간,13.0,29.2,25.0,48.7,104.01,208.6,51.4,0
Line-3,주간,0.0,36.2,28.7,53.9,119.19,183.28,58.35,0
Line-2,야간,11.0,34.2,25.1,49.0,95.2,206.4,55.91,0
Line-3,야간,10.0,21.2,25.8,57.7,85.79,176.37,49.12,0
Line-3,야간,11.0,33.7,23.8,67.3,107.5,187.45,47.01,0
Line-3,주간,4.0,21.9,30.9,34.9,88.77,170.29,57.85,0
Line-1,야간,12.0,,28.8,49.2,96.92,216.05,45.64,0
Line-1,주간,11.0,27.6,31.5,34.3,123.25,215.73,44.25,0
Line-2,주간,1.0,32.5,20.9,61.9,114.89,200.24,52.39,0
Line-3,야간,0.0,30.0,26.7,55.1,114.14,190.14,60.21,0
Line-3,야간,14.0,29.8,26.6,56.0,95.28,185.02,48.44,0
Line-1,야간,5.0,25.7,25.6,56.6,89.49,185.97,45.97,0
Line-3,주간,10.0,30.2,27.6,50.4,123.04,192.02,47.22,0
Line-3,야간,14.0,31.0,28.8,33.7,100.63,192.37,51.14,0
Line-1,주간,12.0,28.1,29.1,45.7,87.36,172.08,47.39,0
Line-3,야간,9.0,41.5,15.2,50.8,101.32,213.33,50.82,0
Line-2,야간,,26.9,29.6,55.8,95.99,235.56,46.66,0
Line-1,주간,1.0,28.7,29.4,55.5,103.32,204.42,54.15,0
Line-1,야간,7.0,24.8,28.6,62.5,87.16,211.04,46.7,0
Line-2,야간,8.0,30.2,22.5,37.8,105.31,179.29,51.74,0
Line-1,주간,7.0,32.1,24.7,30.8,106.85,199.39,53.51,0
Line-2,주간,13.0,,27.2,51.6,107.3,191.04,54.05,0
Line-1,주간,11.0,27.5,24.8,66.5,116.83,199.63,41.69,0
Line-2,주간,4.0,28.0,22.5,44.7,98.05,204.97,49.41,0
Line-1,주간,0.0,39.6,19.3,59.2,95.62,202.4,46.01,0
Line-1,주간,5.0,28.4,27.9,58.8,95.99,214.9,56.63,0
Line-2,주간,6.0,36.0,26.4,54.9,107.95,187.77,44.98,0
Line-1,야간,11.0,26.1,27.7,58.1,97.07,220.86,44.36,0
Line-1,야간,7.0,38.7,23.9,52.4,101.04,205.85,48.01,0
Line-2,야간,7.0,35.3,22.7,44.3,107.8,210.16,39.18,0
Line-1,야간,14.0,26.7,25.6,45.1,100.41,165.31,47.46,0
Line-2,주간,14.0,31.0,20.0,34.0,104.52,197.82,49.98,0
Line-1,주간,8.0,35.8,28.8,66.1,112.57,195.9,47.6,0
Line-3,야간,4.0,34.5,23.1,56.4,84.4,186.37,49.18,0
Line-1,주간,13.0,35.8,24.1,49.2,99.45,196.36,44.73,0
Line-1,야간,7.0,33.0,27.1,53.8,104.45,173.7,43.0,0
Line-1,야간,7.0,24.0,24.3,60.6,106.57,192.37,49.43,0
Line-1,주간,11.0,37.4,24.6,47.1,91.91,218.87,54.91,0
Line-2,주간,13.0,26.4,25.5,33.2,92.77,166.23,57.22,0
Line-1,야간,0.0,28.1,28.0,47.3,94.11,201.73,45.92,0
Line-3,주간,3.0,28.8,22.6,37.6,104.19,192.37,49.54,0
Line-1,야간,5.0,24.6,24.5,65.0,101.45,218.86,48.81,0
Line-2,야간,6.0,32.7,26.8,49.9,94.49,232.57,53.08,0
Line-1,주간,5.0,22.3,25.0,50.0,97.9,200.57,49.59,0
Line-1,주간,6.0,34.0,23.4,61.2,109.78,194.55,61.43,0
Line-2,주간,12.0,41.9,26.2,52.1,91.95,207.92,48.32,0
Line-2,야간,8.0,30.2,23.3,62.1,101.38,206.3,46.43,0
Line-2,야간,1.0,36.7,27.4,43.4,86.56,216.54,51.96,0
Line-1,주간,7.0,23.7,25.7,45.4,98.73,212.33,44.73,0
Line-3,야간,7.0,27.5,24.5,22.3,83.34,185.94,60.12,0
Line-2,주간,0.0,24.2,22.3,47.1,113.23,228.59,56.92,0
Line-1,야간,6.0,28.6,22.7,61.4,112.73,214.48,52.09,0
Line-1,주간,1.0,29.8,30.6,50.3,94.77,226.53,44.73,0
Line-1,주간,9.0,27.1,29.2,40.9,101.15,186.44,59.11,0
Line-1,주간,15.0,18.2,26.0,62.2,102.76,186.65,40.65,0
Line-3,주간,1.0,34.3,19.2,47.6,104.32,206.42,50.25,0
Line-3,야간,1.0,29.7,21.5,42.1,119.16,180.27,54.71,0
Line-3,야간,14.0,16.8,29.0,32.6,93.18,184.26,56.26,0
Line-1,야간,14.0,33.2,29.7,52.3,105.89,210.76,54.65,0
Line-1,야간,2.0,29.7,21.7,44.1,96.05,162.04,44.83,0
Line-3,야간,0.0,,24.8,47.1,92.2,196.86,44.73,0
Line-3,주간,6.0,28.8,24.5,65.0,107.28,226.69,51.22,0
Line-2,주간,10.0,37.4,26.5,32.9,108.51,202.17,57.57,0
Line-2,주간,13.0,40.1,29.5,56.6,114.21,229.09,50.94,0
Line-3,주간,8.0,19.6,17.6,45.0,95.97,198.59,49.17,0
Line-3,주간,11.0,24.4,21.3,74.3,103.85,205.32,52.54,0
Line-1,주간,4.0,31.9,24.1,62.3,110.02,213.84,50.11,0
Line-2,야간,7.0,25.6,24.8,54.2,102.11,183.47,55.35,0
Line-3,주간,3.0,23.4,21.6,58.2,113.19,199.22,50.53,0
Line-3,주간,9.0,36.7,29.3,63.8,115.76,192.37,50.83,0
Line-1,야간,15.0,30.9,20.8,47.5,106.32,235.99,48.69,0
Line-1,주간,12.0,29.3,28.6,64.8,85.49,210.3,41.37,0
Line-2,주간,8.0,31.3,29.6,56.3,104.72,214.31,47.3,0
Line-3,주간,13.0,32.7,25.1,50.3,90.81,197.33,49.64,0
Line-2,야간,11.0,27.7,19.2,37.0,94.87,204.85,54.24,0
Line-2,야간,11.0,30.2,27.2,45.1,125.84,210.96,44.73,0
Line-1,주간,12.0,25.4,20.2,59.1,101.49,191.53,57.06,0
Line-1,야간,10.0,32.0,26.7,54.6,89.49,210.65,50.17,0
Line-3,야간,,31.3,25.2,67.6,109.36,253.73,52.68,0
Line-1,주간,10.0,35.6,26.5,51.6,105.75,210.48,49.96,0
Line-3,야간,14.0,31.8,26.7,39.9,99.2,192.37,46.72,0
Line-3,야간,5.0,34.2,26.4,35.5,99.47,197.88,44.73,0
Line-1,주간,5.0,29.3,22.9,36.8,114.38,187.25,49.77,0
Line-1,야간,,26.1,20.7,47.3,105.52,214.56,57.09,0
Line-3,야간,11.0,32.0,25.2,47.4,101.84,212.93,49.57,0
Line-1,주간,12.0,35.4,24.5,58.0,116.24,203.96,52.52,0
Line-2,야간,0.0,30.8,25.4,51.9,100.36,207.86,56.21,0
Line-1,주간,10.0,36.5,28.1,66.7,112.02,208.72,43.38,0
Line-2,주간,10.0,25.5,22.1,54.7,111.95,193.59,50.57,0
Line-3,야간,0.0,32.8,23.6,55.3,94.96,173.69,48.06,0
Line-2,주간,6.0,25.9,26.5,19.9,116.6,212.99,51.31,0
Line-3,주간,12.0,32.1,25.6,44.2,101.69,179.59,57.23,0
Line-2,야간,9.0,30.7,21.8,50.8,87.61,181.86,59.93,0
Line-3,야간,13.0,25.7,33.0,23.5,86.97,202.6,51.18,0
Line-3,야간,3.0,25.1,23.8,60.2,75.1,193.05,44.93,0
Line-2,주간,1.0,27.0,22.8,53.9,105.23,217.91,44.73,0
Line-3,야간,2.0,29.5,26.4,43.9,95.86,191.81,44.68,0
Line-2,야간,4.0,33.7,24.0,59.7,111.25,179.71,43.5,0
Line-1,야간,6.0,27.6,29.2,45.0,93.58,249.14,51.98,0
Line-1,야간,14.0,27.1,27.5,48.7,93.7,170.41,46.5,0
Line-2,주간,7.0,35.6,31.0,60.5,109.78,176.86,44.45,0
Line-1,주간,8.0,32.5,27.2,45.2,90.44,191.07,47.66,0
Line-1,주간,4.0,30.7,23.9,40.5,99.85,221.93,48.38,0
Line-1,주간,3.0,34.5,26.4,57.2,112.88,166.64,47.61,0
Line-2,야간,4.0,30.2,20.8,23.2,107.38,225.48,44.67,0
